employee_id,score,pillar_code,year
EMP101256,,CEX,2025
EMP101257,2,CEX,2025
EMP101258,3,CEX,2025
EMP101259,3,CEX,2025
EMP101260,3,CEX,2025
EMP101261,4,CEX,2025
EMP101262,3,CEX,2025
EMP101263,4,CEX,2025
EMP101264,1,CEX,2025
EMP101265,3,CEX,2025
EMP101266,4,CEX,2025
EMP101267,5,CEX,2025
EMP101268,3,CEX,2025
EMP101269,2,CEX,2025
EMP101270,3,CEX,2025
EMP101271,1,CEX,2025
EMP101272,4,CEX,2025
EMP101273,2,CEX,2025
EMP101274,4,CEX,2025
EMP101275,3,CEX,2025
EMP101276,4,CEX,2025
EMP101277,3,CEX,2025
EMP101278,4,CEX,2025
EMP101279,3,CEX,2025
EMP101280,3,CEX,2025
EMP101281,4,CEX,2025
EMP101282,4,CEX,2025
EMP101283,5,CEX,2025
EMP101284,1,CEX,2025
EMP101285,2,CEX,2025
EMP101286,5,CEX,2025
EMP101287,3,CEX,2025
EMP101288,6,CEX,2025
EMP101289,2,CEX,2025
EMP101290,3,CEX,2025
EMP101291,5,CEX,2025
EMP101292,5,CEX,2025
EMP101293,5,CEX,2025
EMP101294,5,CEX,2025
EMP101295,,CEX,2025
EMP101296,3,CEX,2025
EMP101297,1,CEX,2025
EMP101298,5,CEX,2025
EMP101299,2,CEX,2025
EMP101300,4,CEX,2025
EMP101301,2,CEX,2025
EMP101302,3,CEX,2025
EMP101303,3,CEX,2025
EMP101304,3,CEX,2025
EMP101305,4,CEX,2025
EMP101306,3,CEX,2025
EMP101307,,CEX,2025
EMP101308,4,CEX,2025
EMP101309,3,CEX,2025
EMP101310,3,CEX,2025
EMP101311,,CEX,2025
EMP101312,3,CEX,2025
EMP101313,2,CEX,2025
EMP101314,2,CEX,2025
EMP101315,2,CEX,2025
EMP101316,2,CEX,2025
EMP101317,4,CEX,2025
EMP101318,3,CEX,2025
EMP101319,3,CEX,2025
EMP101320,5,CEX,2025
EMP101321,2,CEX,2025
EMP101322,4,CEX,2025
EMP101323,3,CEX,2025
EMP101324,3,CEX,2025
EMP101325,2,CEX,2025
EMP101326,1,CEX,2025
EMP101327,,CEX,2025
EMP101328,5,CEX,2025
EMP101329,2,CEX,2025
EMP101330,3,CEX,2025
EMP101331,4,CEX,2025
EMP101332,1,CEX,2025
EMP101333,4,CEX,2025
EMP101334,4,CEX,2025
EMP101335,5,CEX,2025
EMP101336,3,CEX,2025
EMP101337,5,CEX,2025
EMP101338,3,CEX,2025
EMP101339,1,CEX,2025
EMP101340,4,CEX,2025
EMP101341,1,CEX,2025
EMP101342,3,CEX,2025
EMP101343,5,CEX,2025
EMP101344,5,CEX,2025
EMP101345,4,CEX,2025
EMP101346,3,CEX,2025
EMP101347,5,CEX,2025
EMP101348,4,CEX,2025
EMP101349,4,CEX,2025
EMP101350,5,CEX,2025
EMP101351,4,CEX,2025
EMP101352,1,CEX,2025
EMP101353,4,CEX,2025
EMP101354,3,CEX,2025
EMP101355,1,CEX,2025
EMP101356,4,CEX,2025
EMP101357,4,CEX,2025
EMP101358,3,CEX,2025
EMP101359,4,CEX,2025
EMP101360,2,CEX,2025
EMP101361,1,CEX,2025
EMP101362,5,CEX,2025
EMP101363,3,CEX,2025
EMP101364,2,CEX,2025
EMP101365,5,CEX,2025
EMP101366,3,CEX,2025
EMP101367,5,CEX,2025
EMP101368,2,CEX,2025
EMP101369,5,CEX,2025
EMP101370,2,CEX,2025
EMP101371,,CEX,2025
EMP101372,,CEX,2025
EMP101373,2,CEX,2025
EMP101374,2,CEX,2025
EMP101375,5,CEX,2025
EMP101376,3,CEX,2025
EMP101377,2,CEX,2025
EMP101378,4,CEX,2025
EMP101379,5,CEX,2025
EMP101380,4,CEX,2025
EMP101381,4,CEX,2025
EMP101382,4,CEX,2025
EMP101383,4,CEX,2025
EMP101384,3,CEX,2025
EMP101385,3,CEX,2025
EMP101386,2,CEX,2025
EMP101387,2,CEX,2025
EMP101388,2,CEX,2025
EMP101389,2,CEX,2025
EMP101390,2,CEX,2025
EMP101391,3,CEX,2025
EMP101392,2,CEX,2025
EMP101393,4,CEX,2025
EMP101394,3,CEX,2025
EMP101395,4,CEX,2025
EMP101396,5,CEX,2025
EMP101397,3,CEX,2025
EMP101398,5,CEX,2025
EMP101399,4,CEX,2025
EMP101400,3,CEX,2025
EMP101401,1,CEX,2025
EMP101402,3,CEX,2025
EMP101403,4,CEX,2025
EMP101404,4,CEX,2025
EMP101405,2,CEX,2025
EMP101406,4,CEX,2025
EMP101407,3,CEX,2025
EMP101408,3,CEX,2025
EMP101409,4,CEX,2025
EMP101410,3,CEX,2025
EMP101411,3,CEX,2025
EMP101412,3,CEX,2025
EMP101413,4,CEX,2025
EMP101414,3,CEX,2025
EMP101415,4,CEX,2025
EMP101416,1,CEX,2025
EMP101417,1,CEX,2025
EMP101418,3,CEX,2025
EMP101419,4,CEX,2025
EMP101420,3,CEX,2025
EMP101421,3,CEX,2025
EMP101422,,CEX,2025
EMP101423,2,CEX,2025
EMP101424,2,CEX,2025
EMP101425,3,CEX,2025
EMP101426,2,CEX,2025
EMP101427,,CEX,2025
EMP101428,5,CEX,2025
EMP101429,3,CEX,2025
EMP101430,3,CEX,2025
EMP101431,4,CEX,2025
EMP101432,3,CEX,2025
EMP101433,1,CEX,2025
EMP101434,3,CEX,2025
EMP101435,2,CEX,2025
EMP101436,3,CEX,2025
EMP101437,4,CEX,2025
EMP101438,1,CEX,2025
EMP101439,2,CEX,2025
EMP101440,5,CEX,2025
EMP101441,3,CEX,2025
EMP101442,3,CEX,2025
EMP101443,4,CEX,2025
EMP101444,3,CEX,2025
EMP101445,2,CEX,2025
EMP101446,4,CEX,2025
EMP101447,3,CEX,2025
EMP101448,5,CEX,2025
EMP101449,1,CEX,2025
EMP101450,3,CEX,2025
EMP101451,5,CEX,2025
EMP101452,2,CEX,2025
EMP101453,3,CEX,2025
EMP101454,4,CEX,2025
EMP101455,3,CEX,2025
EMP101456,5,CEX,2025
EMP101457,2,CEX,2025
EMP101458,4,CEX,2025
EMP101459,2,CEX,2025
EMP101460,,CEX,2025
EMP101461,3,CEX,2025
EMP101462,3,CEX,2025
EMP101463,4,CEX,2025
EMP101464,1,CEX,2025
EMP101465,,CEX,2025
EMP101466,2,CEX,2025
EMP101467,4,CEX,2025
EMP101468,2,CEX,2025
EMP101469,5,CEX,2025
EMP101470,4,CEX,2025
EMP101471,3,CEX,2025
EMP101472,4,CEX,2025
EMP101473,4,CEX,2025
EMP101474,3,CEX,2025
EMP101475,1,CEX,2025
EMP101476,2,CEX,2025
EMP101477,4,CEX,2025
EMP101478,2,CEX,2025
EMP101479,5,CEX,2025
EMP101480,4,CEX,2025
EMP101481,3,CEX,2025
EMP101482,2,CEX,2025
EMP101483,4,CEX,2025
EMP101484,5,CEX,2025
EMP101485,1,CEX,2025
EMP101486,1,CEX,2025
EMP101487,3,CEX,2025
EMP101488,2,CEX,2025
EMP101489,4,CEX,2025
EMP101490,1,CEX,2025
EMP101491,1,CEX,2025
EMP101492,2,CEX,2025
EMP101493,4,CEX,2025
EMP101494,,CEX,2025
EMP101495,0,CEX,2025
EMP101496,3,CEX,2025
EMP101497,3,CEX,2025
EMP101498,3,CEX,2025
EMP101499,2,CEX,2025
EMP101500,3,CEX,2025
EMP101501,3,CEX,2025
EMP101502,2,CEX,2025
EMP101503,3,CEX,2025
EMP101504,,CEX,2025
EMP101505,4,CEX,2025
EMP101506,1,CEX,2025
EMP101507,4,CEX,2025
EMP101508,5,CEX,2025
EMP101509,2,CEX,2025
EMP101510,3,CEX,2025
EMP101511,2,CEX,2025
EMP101512,3,CEX,2025
EMP101513,4,CEX,2025
EMP101514,,CEX,2025
EMP101515,2,CEX,2025
EMP101516,3,CEX,2025
EMP101517,3,CEX,2025
EMP101518,,CEX,2025
EMP101519,3,CEX,2025
EMP101520,5,CEX,2025
EMP101521,3,CEX,2025
EMP101522,2,CEX,2025
EMP101523,2,CEX,2025
EMP101524,3,CEX,2025
EMP101525,,CEX,2025
EMP101526,3,CEX,2025
EMP101527,4,CEX,2025
EMP101528,3,CEX,2025
EMP101529,1,CEX,2025
EMP101530,3,CEX,2025
EMP101531,4,CEX,2025
EMP101532,1,CEX,2025
EMP101533,4,CEX,2025
EMP101534,3,CEX,2025
EMP101535,4,CEX,2025
EMP101536,5,CEX,2025
EMP101537,4,CEX,2025
EMP101538,3,CEX,2025
EMP101539,2,CEX,2025
EMP101540,,CEX,2025
EMP101541,2,CEX,2025
EMP101542,4,CEX,2025
EMP101543,3,CEX,2025
EMP101544,3,CEX,2025
EMP101545,3,CEX,2025
EMP101546,3,CEX,2025
EMP101547,5,CEX,2025
EMP101548,5,CEX,2025
EMP101549,3,CEX,2025
EMP101550,5,CEX,2025
EMP101551,5,CEX,2025
EMP101552,4,CEX,2025
EMP101553,1,CEX,2025
EMP101554,4,CEX,2025
EMP101555,3,CEX,2025
EMP101556,3,CEX,2025
EMP101557,2,CEX,2025
EMP101558,2,CEX,2025
EMP101559,4,CEX,2025
EMP101560,,CEX,2025
EMP101561,3,CEX,2025
EMP101562,,CEX,2025
EMP101563,1,CEX,2025
EMP101564,3,CEX,2025
EMP101565,3,CEX,2025
EMP101566,4,CEX,2025
EMP101567,2,CEX,2025
EMP101568,3,CEX,2025
EMP101569,2,CEX,2025
EMP101570,5,CEX,2025
EMP101571,,CEX,2025
EMP101572,2,CEX,2025
EMP101573,5,CEX,2025
EMP101574,6,CEX,2025
EMP101575,2,CEX,2025
EMP101576,4,CEX,2025
EMP101577,4,CEX,2025
EMP101578,5,CEX,2025
EMP101579,4,CEX,2025
EMP101580,2,CEX,2025
EMP101581,3,CEX,2025
EMP101582,,CEX,2025
EMP101583,4,CEX,2025
EMP101584,5,CEX,2025
EMP101585,1,CEX,2025
EMP101586,4,CEX,2025
EMP101587,5,CEX,2025
EMP101588,2,CEX,2025
EMP101589,4,CEX,2025
EMP101590,5,CEX,2025
EMP101591,5,CEX,2025
EMP101592,2,CEX,2025
EMP101593,2,CEX,2025
EMP101594,4,CEX,2025
EMP101595,,CEX,2025
EMP101596,3,CEX,2025
EMP101597,2,CEX,2025
EMP101598,4,CEX,2025
EMP101599,5,CEX,2025
EMP101600,4,CEX,2025
EMP101601,4,CEX,2025
EMP101602,2,CEX,2025
EMP101603,4,CEX,2025
EMP101604,3,CEX,2025
EMP101605,3,CEX,2025
EMP101606,1,CEX,2025
EMP101607,3,CEX,2025
EMP101608,3,CEX,2025
EMP101609,2,CEX,2025
EMP101610,3,CEX,2025
EMP101611,5,CEX,2025
EMP101612,,CEX,2025
EMP101613,4,CEX,2025
EMP101614,2,CEX,2025
EMP101615,4,CEX,2025
EMP101616,2,CEX,2025
EMP101617,4,CEX,2025
EMP101618,3,CEX,2025
EMP101619,4,CEX,2025
EMP101620,5,CEX,2025
EMP101621,3,CEX,2025
EMP101622,,CEX,2025
EMP101623,3,CEX,2025
EMP101624,4,CEX,2025
EMP101625,4,CEX,2025
EMP101626,2,CEX,2025
EMP101627,4,CEX,2025
EMP101628,4,CEX,2025
EMP101629,2,CEX,2025
EMP101630,4,CEX,2025
EMP101631,4,CEX,2025
EMP101632,5,CEX,2025
EMP101633,4,CEX,2025
EMP101634,4,CEX,2025
EMP101635,2,CEX,2025
EMP101636,1,CEX,2025
EMP101637,3,CEX,2025
EMP101638,1,CEX,2025
EMP101639,3,CEX,2025
EMP101640,2,CEX,2025
EMP101641,3,CEX,2025
EMP101642,4,CEX,2025
EMP101643,5,CEX,2025
EMP101644,3,CEX,2025
EMP101645,4,CEX,2025
EMP101646,3,CEX,2025
EMP101647,3,CEX,2025
EMP101648,5,CEX,2025
EMP101649,1,CEX,2025
EMP101650,4,CEX,2025
EMP101651,4,CEX,2025
EMP101652,2,CEX,2025
EMP101653,2,CEX,2025
EMP101654,3,CEX,2025
EMP101655,4,CEX,2025
EMP101656,4,CEX,2025
EMP101657,2,CEX,2025
EMP101658,1,CEX,2025
EMP101659,3,CEX,2025
EMP101660,1,CEX,2025
EMP101661,4,CEX,2025
EMP101662,3,CEX,2025
EMP101663,3,CEX,2025
EMP101664,2,CEX,2025
EMP101665,4,CEX,2025
EMP101666,2,CEX,2025
EMP101667,1,CEX,2025
EMP101668,2,CEX,2025
EMP101669,4,CEX,2025
EMP101670,,CEX,2025
EMP101671,2,CEX,2025
EMP101672,2,CEX,2025
EMP101673,2,CEX,2025
EMP101674,3,CEX,2025
EMP101675,5,CEX,2025
EMP101676,4,CEX,2025
EMP101677,3,CEX,2025
EMP101678,4,CEX,2025
EMP101679,2,CEX,2025
EMP101680,4,CEX,2025
EMP101681,4,CEX,2025
EMP101682,4,CEX,2025
EMP101683,4,CEX,2025
EMP101684,4,CEX,2025
EMP101685,3,CEX,2025
EMP101686,5,CEX,2025
EMP101687,2,CEX,2025
EMP101688,1,CEX,2025
EMP101689,2,CEX,2025
EMP101690,4,CEX,2025
EMP101691,1,CEX,2025
EMP101692,4,CEX,2025
EMP101693,4,CEX,2025
EMP101694,3,CEX,2025
EMP101695,1,CEX,2025
EMP101696,,CEX,2025
EMP101697,1,CEX,2025
EMP101698,,CEX,2025
EMP101699,4,CEX,2025
EMP101700,5,CEX,2025
EMP101701,2,CEX,2025
EMP101702,3,CEX,2025
EMP101703,3,CEX,2025
EMP101704,4,CEX,2025
EMP101705,3,CEX,2025
EMP101706,5,CEX,2025
EMP101707,2,CEX,2025
EMP101708,,CEX,2025
EMP101709,2,CEX,2025
EMP101710,3,CEX,2025
EMP101711,1,CEX,2025
EMP101712,5,CEX,2025
EMP101713,5,CEX,2025
EMP101714,4,CEX,2025
EMP101715,4,CEX,2025
EMP101716,5,CEX,2025
EMP101717,,CEX,2025
EMP101718,5,CEX,2025
EMP101719,4,CEX,2025
EMP101720,5,CEX,2025
EMP101721,3,CEX,2025
EMP101722,4,CEX,2025
EMP101723,,CEX,2025
EMP101724,4,CEX,2025
EMP101725,1,CEX,2025
EMP101726,4,CEX,2025
EMP101727,4,CEX,2025
EMP101728,3,CEX,2025
EMP101729,1,CEX,2025
EMP101730,3,CEX,2025
EMP101731,,CEX,2025
EMP101732,4,CEX,2025
EMP101733,1,CEX,2025
EMP101734,1,CEX,2025
EMP101735,3,CEX,2025
EMP101736,2,CEX,2025
EMP101737,2,CEX,2025
EMP101738,3,CEX,2025
EMP101739,1,CEX,2025
EMP101740,4,CEX,2025
EMP101741,3,CEX,2025
EMP101742,4,CEX,2025
EMP101743,3,CEX,2025
EMP101744,4,CEX,2025
EMP101745,2,CEX,2025
EMP101746,3,CEX,2025
EMP101747,4,CEX,2025
EMP101748,4,CEX,2025
EMP101749,1,CEX,2025
EMP101750,,CEX,2025
EMP101751,4,CEX,2025
EMP101752,,CEX,2025
EMP101753,4,CEX,2025
EMP101754,3,CEX,2025
EMP101755,2,CEX,2025
EMP101756,2,CEX,2025
EMP101757,5,CEX,2025
EMP101758,1,CEX,2025
EMP101759,4,CEX,2025
EMP101760,,CEX,2025
EMP101761,3,CEX,2025
EMP101762,5,CEX,2025
EMP101763,4,CEX,2025
EMP101764,4,CEX,2025
EMP101765,5,CEX,2025
EMP101766,3,CEX,2025
EMP101767,3,CEX,2025
EMP101768,3,CEX,2025
EMP101769,3,CEX,2025
EMP101770,3,CEX,2025
EMP101771,4,CEX,2025
EMP101772,2,CEX,2025
EMP101773,,CEX,2025
EMP101774,1,CEX,2025
EMP101775,3,CEX,2025
EMP101776,1,CEX,2025
EMP101777,2,CEX,2025
EMP101778,3,CEX,2025
EMP101779,3,CEX,2025
EMP101780,4,CEX,2025
EMP101781,5,CEX,2025
EMP101782,3,CEX,2025
EMP101783,3,CEX,2025
EMP101784,2,CEX,2025
EMP101785,1,CEX,2025
EMP101786,3,CEX,2025
EMP101787,5,CEX,2025
EMP101788,4,CEX,2025
EMP101789,3,CEX,2025
EMP101790,3,CEX,2025
EMP101791,4,CEX,2025
EMP101792,5,CEX,2025
EMP101793,2,CEX,2025
EMP101794,5,CEX,2025
EMP101795,4,CEX,2025
EMP101796,3,CEX,2025
EMP101797,3,CEX,2025
EMP101798,2,CEX,2025
EMP101799,,CEX,2025
EMP101800,1,CEX,2025
EMP101801,4,CEX,2025
EMP101802,5,CEX,2025
EMP101803,4,CEX,2025
EMP101804,4,CEX,2025
EMP101805,4,CEX,2025
EMP101806,4,CEX,2025
EMP101807,2,CEX,2025
EMP101808,2,CEX,2025
EMP101809,5,CEX,2025
EMP101810,3,CEX,2025
EMP101811,4,CEX,2025
EMP101812,4,CEX,2025
EMP101813,2,CEX,2025
EMP101814,3,CEX,2025
EMP101815,3,CEX,2025
EMP101816,2,CEX,2025
EMP101817,3,CEX,2025
EMP101818,4,CEX,2025
EMP101819,5,CEX,2025
EMP101820,3,CEX,2025
EMP101821,2,CEX,2025
EMP101822,,CEX,2025
EMP101823,4,CEX,2025
EMP101824,,CEX,2025
EMP101825,1,CEX,2025
EMP101826,2,CEX,2025
EMP101827,2,CEX,2025
EMP101828,5,CEX,2025
EMP101829,4,CEX,2025
EMP101830,2,CEX,2025
EMP101831,,CEX,2025
EMP101832,4,CEX,2025
EMP101833,3,CEX,2025
EMP101834,1,CEX,2025
EMP101835,3,CEX,2025
EMP101836,4,CEX,2025
EMP101837,3,CEX,2025
EMP101838,3,CEX,2025
EMP101839,1,CEX,2025
EMP101840,2,CEX,2025
EMP101841,3,CEX,2025
EMP101842,1,CEX,2025
EMP101843,3,CEX,2025
EMP101844,1,CEX,2025
EMP101845,4,CEX,2025
EMP101846,,CEX,2025
EMP101847,4,CEX,2025
EMP101848,,CEX,2025
EMP101849,3,CEX,2025
EMP101850,3,CEX,2025
EMP101851,2,CEX,2025
EMP101852,1,CEX,2025
EMP101853,5,CEX,2025
EMP101854,4,CEX,2025
EMP101855,3,CEX,2025
EMP101856,3,CEX,2025
EMP101857,4,CEX,2025
EMP101858,5,CEX,2025
EMP101859,,CEX,2025
EMP101860,4,CEX,2025
EMP101861,2,CEX,2025
EMP101862,5,CEX,2025
EMP101863,1,CEX,2025
EMP101864,4,CEX,2025
EMP101865,,CEX,2025
EMP101866,3,CEX,2025
EMP101867,2,CEX,2025
EMP101868,3,CEX,2025
EMP101869,4,CEX,2025
EMP101870,3,CEX,2025
EMP101871,4,CEX,2025
EMP101872,,CEX,2025
EMP101873,,CEX,2025
EMP101874,4,CEX,2025
EMP101875,3,CEX,2025
EMP101876,,CEX,2025
EMP101877,2,CEX,2025
EMP101878,5,CEX,2025
EMP101879,4,CEX,2025
EMP101880,1,CEX,2025
EMP101881,5,CEX,2025
EMP101882,3,CEX,2025
EMP101883,3,CEX,2025
EMP101884,,CEX,2025
EMP101885,3,CEX,2025
EMP101886,2,CEX,2025
EMP101887,4,CEX,2025
EMP101888,2,CEX,2025
EMP101889,2,CEX,2025
EMP101890,4,CEX,2025
EMP101891,3,CEX,2025
EMP101892,1,CEX,2025
EMP101893,1,CEX,2025
EMP101894,4,CEX,2025
EMP101895,4,CEX,2025
EMP101896,4,CEX,2025
EMP101897,2,CEX,2025
EMP101898,1,CEX,2025
EMP101899,,CEX,2025
EMP101900,1,CEX,2025
EMP101901,2,CEX,2025
EMP101902,1,CEX,2025
EMP101903,3,CEX,2025
EMP101904,,CEX,2025
EMP101905,4,CEX,2025
EMP101906,3,CEX,2025
EMP101907,3,CEX,2025
EMP101908,5,CEX,2025
EMP101909,2,CEX,2025
EMP101910,2,CEX,2025
EMP101911,5,CEX,2025
EMP101912,4,CEX,2025
EMP101913,1,CEX,2025
EMP101914,2,CEX,2025
EMP101915,5,CEX,2025
EMP101916,2,CEX,2025
EMP101917,1,CEX,2025
EMP101918,,CEX,2025
EMP101919,2,CEX,2025
EMP101920,3,CEX,2025
EMP101921,1,CEX,2025
EMP101922,3,CEX,2025
EMP101923,,CEX,2025
EMP101924,4,CEX,2025
EMP101925,2,CEX,2025
EMP101926,3,CEX,2025
EMP101927,4,CEX,2025
EMP101928,1,CEX,2025
EMP101929,2,CEX,2025
EMP101930,4,CEX,2025
EMP101931,3,CEX,2025
EMP101932,2,CEX,2025
EMP101933,4,CEX,2025
EMP101934,5,CEX,2025
EMP101935,4,CEX,2025
EMP101936,4,CEX,2025
EMP101937,2,CEX,2025
EMP101938,3,CEX,2025
EMP101939,2,CEX,2025
EMP101940,2,CEX,2025
EMP101941,3,CEX,2025
EMP101942,2,CEX,2025
EMP101943,3,CEX,2025
EMP101944,3,CEX,2025
EMP101945,3,CEX,2025
EMP101946,3,CEX,2025
EMP101947,1,CEX,2025
EMP101948,3,CEX,2025
EMP101949,3,CEX,2025
EMP101950,3,CEX,2025
EMP101951,4,CEX,2025
EMP101952,4,CEX,2025
EMP101953,2,CEX,2025
EMP101954,3,CEX,2025
EMP101955,3,CEX,2025
EMP101956,4,CEX,2025
EMP101957,4,CEX,2025
EMP101958,2,CEX,2025
EMP101959,4,CEX,2025
EMP101960,4,CEX,2025
EMP101961,3,CEX,2025
EMP101962,,CEX,2025
EMP101963,5,CEX,2025
EMP101964,2,CEX,2025
EMP101965,3,CEX,2025
EMP101966,3,CEX,2025
EMP101967,1,CEX,2025
EMP101968,1,CEX,2025
EMP101969,1,CEX,2025
EMP101970,2,CEX,2025
EMP101971,3,CEX,2025
EMP101972,2,CEX,2025
EMP101973,5,CEX,2025
EMP101974,5,CEX,2025
EMP101975,,CEX,2025
EMP101976,,CEX,2025
EMP101977,3,CEX,2025
EMP101978,2,CEX,2025
EMP101979,4,CEX,2025
EMP101980,3,CEX,2025
EMP101981,4,CEX,2025
EMP101982,3,CEX,2025
EMP101983,4,CEX,2025
EMP101984,3,CEX,2025
EMP101985,1,CEX,2025
EMP101986,5,CEX,2025
EMP101987,4,CEX,2025
EMP101988,3,CEX,2025
EMP101989,3,CEX,2025
EMP101990,1,CEX,2025
EMP101991,4,CEX,2025
EMP101992,2,CEX,2025
EMP101993,3,CEX,2025
EMP101994,,CEX,2025
EMP101995,2,CEX,2025
EMP101996,2,CEX,2025
EMP101997,2,CEX,2025
EMP101998,,CEX,2025
EMP101999,5,CEX,2025
DUP9129,3,CEX,2025
DUP9015,2,CEX,2025
DUP5237,3,CEX,2025
DUP2722,3,CEX,2025
DUP3015,2,CEX,2025
DUP1942,4,CEX,2025
DUP2096,3,CEX,2025
DUP4177,2,CEX,2025
DUP9801,5,CEX,2025
DUP3452,3,CEX,2025
EMP100000,2,IDS,2021
EMP100001,,IDS,2021
EMP100002,2,IDS,2021
EMP100003,,IDS,2021
EMP100004,3,IDS,2021
EMP100005,2,IDS,2021
EMP100006,5,IDS,2021
EMP100007,4,IDS,2021
EMP100008,5,IDS,2021
EMP100009,5,IDS,2021
EMP100010,3,IDS,2021
EMP100011,4,IDS,2021
EMP100012,,IDS,2021
EMP100013,,IDS,2021
EMP100014,2,IDS,2021
EMP100015,3,IDS,2021
EMP100016,2,IDS,2021
EMP100017,3,IDS,2021
EMP100018,2,IDS,2021
EMP100019,3,IDS,2021
EMP100020,3,IDS,2021
EMP100021,5,IDS,2021
EMP100022,3,IDS,2021
EMP100023,2,IDS,2021
EMP100024,6,IDS,2021
EMP100025,,IDS,2021
EMP100026,2,IDS,2021
EMP100027,3,IDS,2021
EMP100028,,IDS,2021
EMP100029,5,IDS,2021
EMP100030,1,IDS,2021
EMP100031,3,IDS,2021
EMP100032,4,IDS,2021
EMP100033,3,IDS,2021
EMP100034,4,IDS,2021
EMP100035,2,IDS,2021
EMP100036,3,IDS,2021
EMP100037,1,IDS,2021
EMP100038,4,IDS,2021
EMP100039,4,IDS,2021
EMP100040,1,IDS,2021
EMP100041,1,IDS,2021
EMP100042,,IDS,2021
EMP100043,5,IDS,2021
EMP100044,,IDS,2021
EMP100045,2,IDS,2021
EMP100046,3,IDS,2021
EMP100047,3,IDS,2021
EMP100048,3,IDS,2021
EMP100049,5,IDS,2021
EMP100050,2,IDS,2021
EMP100051,3,IDS,2021
EMP100052,,IDS,2021
EMP100053,,IDS,2021
EMP100054,,IDS,2021
EMP100055,,IDS,2021
EMP100056,5,IDS,2021
EMP100057,3,IDS,2021
EMP100058,3,IDS,2021
EMP100059,2,IDS,2021
EMP100060,3,IDS,2021
EMP100061,3,IDS,2021
EMP100062,4,IDS,2021
EMP100063,5,IDS,2021
EMP100064,4,IDS,2021
EMP100065,4,IDS,2021
EMP100066,2,IDS,2021
EMP100067,4,IDS,2021
EMP100068,1,IDS,2021
EMP100069,2,IDS,2021
EMP100070,4,IDS,2021
EMP100071,3,IDS,2021
EMP100072,2,IDS,2021
EMP100073,3,IDS,2021
EMP100074,,IDS,2021
EMP100075,3,IDS,2021
EMP100076,,IDS,2021
EMP100077,2,IDS,2021
EMP100078,5,IDS,2021
EMP100079,3,IDS,2021
EMP100080,4,IDS,2021
EMP100081,4,IDS,2021
EMP100082,3,IDS,2021
EMP100083,,IDS,2021
EMP100084,,IDS,2021
EMP100085,,IDS,2021
EMP100086,,IDS,2021
EMP100087,,IDS,2021
EMP100088,4,IDS,2021
EMP100089,3,IDS,2021
EMP100090,3,IDS,2021
EMP100091,,IDS,2021
EMP100092,3,IDS,2021
EMP100093,1,IDS,2021
EMP100094,1,IDS,2021
EMP100095,,IDS,2021
EMP100096,3,IDS,2021
EMP100097,3,IDS,2021
EMP100098,3,IDS,2021
EMP100099,2,IDS,2021
EMP100100,4,IDS,2021
EMP100101,4,IDS,2021
EMP100102,,IDS,2021
EMP100103,4,IDS,2021
EMP100104,5,IDS,2021
EMP100105,,IDS,2021
EMP100106,4,IDS,2021
EMP100107,0,IDS,2021
EMP100108,4,IDS,2021
EMP100109,4,IDS,2021
EMP100110,,IDS,2021
EMP100111,4,IDS,2021
EMP100112,4,IDS,2021
EMP100113,3,IDS,2021
EMP100114,,IDS,2021
EMP100115,2,IDS,2021
EMP100116,1,IDS,2021
EMP100117,4,IDS,2021
EMP100118,,IDS,2021
EMP100119,,IDS,2021
EMP100120,4,IDS,2021
EMP100121,4,IDS,2021
EMP100122,,IDS,2021
EMP100123,3,IDS,2021
EMP100124,3,IDS,2021
EMP100125,,IDS,2021
EMP100126,4,IDS,2021
EMP100127,3,IDS,2021
EMP100128,2,IDS,2021
EMP100129,,IDS,2021
EMP100130,3,IDS,2021
EMP100131,3,IDS,2021
EMP100132,1,IDS,2021
EMP100133,1,IDS,2021
EMP100134,2,IDS,2021
EMP100135,,IDS,2021
EMP100136,2,IDS,2021
EMP100137,1,IDS,2021
EMP100138,,IDS,2021
EMP100139,4,IDS,2021
EMP100140,3,IDS,2021
EMP100141,3,IDS,2021
EMP100142,3,IDS,2021
EMP100143,,IDS,2021
EMP100144,,IDS,2021
EMP100145,2,IDS,2021
EMP100146,3,IDS,2021
EMP100147,,IDS,2021
EMP100148,4,IDS,2021
EMP100149,3,IDS,2021
EMP100150,3,IDS,2021
EMP100151,1,IDS,2021
EMP100152,4,IDS,2021
EMP100153,2,IDS,2021
EMP100154,2,IDS,2021
EMP100155,3,IDS,2021
EMP100156,2,IDS,2021
EMP100157,,IDS,2021
EMP100158,,IDS,2021
EMP100159,,IDS,2021
EMP100160,4,IDS,2021
EMP100161,1,IDS,2021
EMP100162,2,IDS,2021
EMP100163,4,IDS,2021
EMP100164,4,IDS,2021
EMP100165,,IDS,2021
EMP100166,2,IDS,2021
EMP100167,2,IDS,2021
EMP100168,4,IDS,2021
EMP100169,4,IDS,2021
EMP100170,4,IDS,2021
EMP100171,3,IDS,2021
EMP100172,,IDS,2021
EMP100173,1,IDS,2021
EMP100174,1,IDS,2021
EMP100175,3,IDS,2021
EMP100176,,IDS,2021
EMP100177,,IDS,2021
EMP100178,3,IDS,2021
EMP100179,5,IDS,2021
EMP100180,,IDS,2021
EMP100181,2,IDS,2021
EMP100182,4,IDS,2021
EMP100183,,IDS,2021
EMP100184,3,IDS,2021
